RECNO	D	NEW	E	SOC	SOC2000	INDEXOCC	IND	ADD	SEE
8554				599	8119	Finisher, stone	(cast concrete products mfr)		
8555				552	8113	Finisher, stove			
8556				869	8133	Finisher, surface	(aircraft mfr)		
8557				553	8137	Finisher, tailor's			
8558				552	8113	Finisher, taper's			
8559				559	5419	Finisher, tent			
8560				899	8139	Finisher, tool, edge			
8561				553	8137	Finisher, trouser			
8562				839	8117	Finisher, tube	(steelworks)		
8563				824	8115	Finisher, tyre			
8564				553	8137	Finisher, umbrella			
8565				552	8113	Finisher, velvet			
8566				897	8121	Finisher, wood			
8567				552	8113	Finisher, woollen			
8568				899	8139	Finisher, wrench			
8569				599	5499	Finisher	(artificial teeth mfr)		
8570				599	8119	Finisher	(asbestos-cement goods mfr)		
8571				562	5423	Finisher	(bookbinding)		
8572				507	5323	Finisher	(briar pipe mfr)		
8573				859	8139	Finisher	(broom, brush mfr)		
8574				559	5419	Finisher	(canvas goods mfr)		
8575				599	8119	Finisher	(cast concrete products mfr)		
8576				591	5491	Finisher	(ceramics mfr)		
8577				802	8111	Finisher	(cigar mfr)		
8578				553	8137	Finisher	(clothing mfr)		
8579				673	9234	Finisher	(dyeing and cleaning)		
8580				553	8137	Finisher	(embroidery mfr)		
8581				859	8139	Finisher	(fireworks mfr)		
8582				599	5499	Finisher	(fishing rod mfr)		
8583				800	8111	Finisher	(flour confectionery mfr)		
8584				555	8139	Finisher	(footwear mfr)		
8585				553	8137	Finisher	(fur goods mfr)		
8586		*		869	8139	Finisher	(furniture mfr)		
8587				591	5491	Finisher	(glass mfr)		
8588				859	8139	Finisher	(greetings cards mfr)		
8589				559	5419	Finisher	(hat mfr)		
8590				553	8137	Finisher	(hosiery garment mfr)		
8591				599	5499	Finisher	(incandescent mantle mfr)		
8592				553	8137	Finisher	(knitwear mfr)		
8593				810	8114	Finisher	(leather dressing)		
8594				555	8139	Finisher	(leather goods mfr)		
8595				541	5232	Finisher	(metal trades: aircraft mfr)		
8596				842	8125	Finisher	(metal trades: bolt, nail, nut, rivet, screw mfr)		
8597				516	8125	Finisher	(metal trades: brass foundry)		
8598				541	5232	Finisher	(metal trades: coach building)		
8599				554	5412	Finisher	(metal trades: coach trimming)		
8600				516	8125	Finisher	(metal trades: cock founding)		
8601				843	8125	Finisher	(metal trades: foundry)		
8602				839	8117	Finisher	(metal trades: rolling mill)		
8603				833	8117	Finisher	(metal trades: spring mfr)		
8604				839	8117	Finisher	(metal trades: tube mfr)		
8605				541	5232	Finisher	(metal trades: vehicle mfr)		
8606				851	8132	Finisher	(metal trades: watch, clock mfr)		
8607	I			899	8129	Finisher	(metal trades)		
8608				593	5494	Finisher	(musical instruments mfr)		
8609				859	8139	Finisher	(paper goods mfr)		
8610				821	8121	Finisher	(paper mfr)		
8611				862	9134	Finisher	(pharmaceutical products mfr)		
8612				829	8114	Finisher	(photographic film mfr)		
8613				593	5494	Finisher	(piano key mfr)		
8614				593	5494	Finisher	(piano, organ mfr)		
8615				591	5491	Finisher	(plaster cast mfr)		
8616				825	8116	Finisher	(plastics goods mfr)		
8617				518	5495	Finisher	(precious metal, plate mfr)		
8618				569	5423	Finisher	(printing)		
8619				569	5423	Finisher	(process engraving)		
8620				541	5232	Finisher	(railway workshops)		
8621				591	5491	Finisher	(refractory goods mfr)		
8622				824	8115	Finisher	(rubber goods mfr)		
8623				553	8137	Finisher	(soft furnishings mfr)		
8624				553	8137	Finisher	(soft toy mfr)		
8625				821	8121	Finisher	(stencil paper mfr)		
8626				579	5492	Finisher	(stick mfr)		
8627				809	8111	Finisher	(sugar, sugar confectionery mfr)		
8628				552	8113	Finisher	(textile mfr)		
8629				862	9134	Finisher	(toilet preparations mfr)		
8630				599	5499	Finisher	(tooth brush mfr)		
8631				553	8137	Finisher	(umbrella, parasol mfr)		
8632				553	8137	Finisher and liner	(fur garment mfr)		
8633				841	8125	Finner			
8634				823	8112	Fireman, biscuit			
8635				893	8124	Fireman, boiler			
8636				882	8216	Fireman, engine		(locomotive)	
8637	A			893	8124	Fireman, engine			
8638				833	8117	Fireman, furnace	(metal trades: annealing)		
8639	I			830	8117	Fireman, furnace	(metal trades)		
8640				820	8114	Fireman, gas			
8641				611	3313	Fireman, industrial			
8642				823	8112	Fireman, kiln	(ceramics mfr)		
8643				809	8111	Fireman, kiln	(food products mfr)		
8644				823	8112	Fireman, kiln	(glass mfr)		
8645				882	8216	Fireman, loco			
8646				882	8216	Fireman, locomotive			
8647				880	8217	Fireman, marine			
8648				833	8117	Fireman, oven, annealing			
8649				823	8112	Fireman, oven	(ceramics mfr)		
8650				820	8114	Fireman, pot			
8651				611	3313	Fireman, private			
8652				821	8121	Fireman, retort		(charcoal)	
8653				830	8117	Fireman, retort		(zinc)	
8654	A			820	8114	Fireman, retort			
8655				611	3313	Fireman, security			
8656				882	8216	Fireman, shed			
8657				830	8117	Fireman, soaker			
8658				830	8117	Fireman, stove			
8659				893	8124	Fireman, surface			
8660				611	3313	Fireman, works, nos			
8661				882	8216	Fireman		(boiler, locomotive)	
8662	A			893	8124	Fireman		(boiler)	
8663				829	8119	Fireman	(abrasives mfr)		
8664				800	8111	Fireman	(bakery)		
8665				823	8112	Fireman	(ceramics mfr)		
8666				820	8114	Fireman	(chemical mfr)		
8667				820	8114	Fireman	(coal gas, coke ovens)		
8668				893	8124	Fireman	(coal mine: above ground)		
8669			S	597	8122	Fireman	(coal mine: below ground)		
8670				820	8114	Fireman	(composition die mfr)		
8671				893	8124	Fireman	(electricity supply)		
8672				880	8217	Fireman	(fishing)		
8673				809	8111	Fireman	(food products mfr)		
8674				801	8111	Fireman	(malting)		
8675				833	8117	Fireman	(metal trades: annealing)		
8676	I			830	8117	Fireman	(metal trades)		
8677			S	898	8123	Fireman	(mine: not coal)		
8678				820	8114	Fireman	(oil refining)		
8679				829	8114	Fireman	(pencil, crayon mfr)		
8680				999	9132	Fireman	(refuse disposal)		
8681				820	8114	Fireman	(salt mfr)		
8682				830	8117	Fireman	(shipbuilding)		
8683				880	8217	Fireman	(shipping)		
8684	M			611	3313	Fireman			
8685				880	8217	Fireman and trimmer			
8686				880	8217	Fireman-greaser	(shipping)		
8687		*		153	1173	Firemaster		(Scotland)	
8688				893	8124	Firer, boiler			
8689				823	8112	Firer, foundry	(glass mfr)		
8690				829	8119	Firer, kiln			
8691				599	8149	Firer, shot	(civil engineering)		
8692				597	8122	Firer, shot	(coal mine)		
8693				898	8123	Firer, shot	(mine: not coal)		
8694				830	8117	Firer, stove	(blast furnace)		
8695				823	8112	Firer, stove	(ceramics mfr)		
8696	O			823	8112	Firer	(ceramics mfr)		
8697				820	8114	Firer	(chemical mfr)		
8698				801	8111	Firer	(malting)		
8699				830	8117	Firer	(metal mfr)		
8700				830	8117	Fisher		(copper)	
8701				903	5119	Fisherman			
8702				169	5119	Fisherman-crofter			
8703				582	5433	Fishmonger			
8704				899	8129	Fitter, aerial, television			
8705				516	5223	Fitter, agricultural			
8706				516	5223	Fitter, aircraft		(maintenance)	
8707	A			516	5223	Fitter, aircraft			
8708				516	5223	Fitter, airframe			
8709				529	5249	Fitter, alarm			
8710				556	5414	Fitter, alteration			
8711				520	5241	Fitter, alternator			
8712				516	5223	Fitter, anchor			
8713				346	3218	Fitter, appliance, surgical			
8714				516	5223	Fitter, armament			
8715				501	5313	Fitter, asbestos			
8716				516	5223	Fitter, assembly			
8717				540	5231	Fitter, automobile			
8718				516	5223	Fitter, axle			
8719				859	8139	Fitter, bag, air			
8720				859	8139	Fitter, bag, curing			
8721				899	8129	Fitter, balustrade			
8722				570	5315	Fitter, bank			
8723				851	8132	Fitter, bar, handle			
8724				570	5315	Fitter, bar	(hotels, public houses fitting)		
8725				859	8139	Fitter, basket, work			
8726				599	5223	Fitter, battery			
8727				824	8115	Fitter, bead, tyre			
8728				516	5223	Fitter, beam			
8729				516	5223	Fitter, bearing, brass			
8730		*		570	5315	Fitter, bedroom			
8731				555	5413	Fitter, belt	(coal mine)		
8732				555	5413	Fitter, belting			
8733				520	5241	Fitter, bench, electrical			
8734	O			516	5223	Fitter, bench			
8735				516	5223	Fitter, blade		(turbines)	
8736				896	8149	Fitter, blind			
8737				541	5232	Fitter, body		(vehicle)	
8738				516	5223	Fitter, boiler			
8739				851	8132	Fitter, bonnet		(vehicle)	
8740				516	5223	Fitter, box, axle			
8741				516	5223	Fitter, box, cam			
8742				516	5223	Fitter, box, gear			
8743				516	5223	Fitter, box, iron			
8744				859	8139	Fitter, box, work			
8745				862	9134	Fitter, box	(artists' colours mfr)		
8746				899	8129	Fitter, box	(foundry)		
8747				516	5223	Fitter, brake, vacuum			
8748				516	5223	Fitter, brake, Westinghouse			
8749				851	8132	Fitter, brake	(cycle mfr)		
8750	M			516	5223	Fitter, brake			
8751				516	5223	Fitter, brass			
8752				516	5223	Fitter, break-off			
8753				929	9129	Fitter, builder's			
8754				532	5314	Fitter, burner	(gas works)		
8755				516	5223	Fitter, cabinet, iron			
8756	O			571	5492	Fitter, cabinet			
8757				524	5243	Fitter, cable			
8758				517	5224	Fitter, camera			
8759				516	5223	Fitter, car	(vehicle mfr)		
8760	I			540	5231	Fitter, car			
8761		*		541	5232	Fitter, caravan			
8762				811	8113	Fitter, card	(textile mfr)		
8763				506	5322	Fitter, carpet			
8764				516	5223	Fitter, carriage			
8765				516	5223	Fitter, carriage and wagon			
8766				571	5492	Fitter, case, cabinet			
8767				571	5492	Fitter, case, piano			
8768				516	5223	Fitter, casement		(metal)	
8769				896	8149	Fitter, ceiling			
8770				516	5223	Fitter, chain			
8771				516	5223	Fitter, chassis			
8772				597	8122	Fitter, chock	(coal mine)		
8773				517	5224	Fitter, clock			
8774				556	5414	Fitter, clothing	(retail trade)		
8775				516	5223	Fitter, coach			
8776				556	5414	Fitter, coat			
8777				516	5223	Fitter, cock			
8778				516	5223	Fitter, colliery			
8779				516	5223	Fitter, component, cycle			
8780				532	5314	Fitter, conditioning, air			
8781				516	5223	Fitter, constructional			
8782				520	5241	Fitter, controller			
8783				516	5223	Fitter, conveyor			
8784				862	9134	Fitter, cork			
8785				559	5419	Fitter, corset, surgical			
8786				559	5419	Fitter, corsetry			
8787				516	5223	Fitter, crane			
8788				554	5412	Fitter, curtain			
8789				516	5223	Fitter, cycle			
8790				592	3218	Fitter, dental			
8791				518	5495	Fitter, depositor's			
8792				516	5223	Fitter, detail			
8793				516	5223	Fitter, development			
8794				515	5222	Fitter, die			
8795				516	5223	Fitter, diesel	(vehicle mfr:	vehicles)	
8796	I			540	5231	Fitter, diesel		(vehicles)	
8797	A			516	5223	Fitter, diesel			
8798				532	8149	Fitter, distribution	(gas supplier)		
8799				532	8149	Fitter, distribution	(water works)		
8800				532	5314	Fitter, district	(gas supplier)		
8801				516	5223	Fitter, dock			
8802				516	5223	Fitter, door, car			
8803				516	5223	Fitter, door, industrial			
8804				516	5223	Fitter, door, steel			
8805				516	5223	Fitter, door	(gas stove works)		
8806				556	5414	Fitter, dress			
8807				520	5241	Fitter, dynamo			
8808				521	5241	Fitter, electrical		(maintenance)	
8809	A			520	5241	Fitter, electrical			
8810				520	5241	Fitter, electronic			
8811				516	5223	Fitter, engine, aero		(maintenance)	
8812	A			516	5223	Fitter, engine, aero			
8813				516	5223	Fitter, engine, aircraft		(maintenance)	
8814				516	5223	Fitter, engine, diesel			
8815	O			516	5223	Fitter, engine			
8816				520	5241	Fitter, engineer's, electrical			
8817				532	5314	Fitter, engineer's, heating			
8818				532	5314	Fitter, engineer's, sanitary			
8819	O			516	5223	Fitter, engineer's			
8820				520	5241	Fitter, engineering, electrical			
8821	O			516	5223	Fitter, engineering			
8822				516	5223	Fitter, erection			
8823				516	5223	Fitter, excavator			
8824				544	8135	Fitter, exhaust		(motor vehicle repair)	
8825				544	8135	Fitter, exhaust		(vehicles)	
8826				570	5315	Fitter, exhibition			
8827				516	5223	Fitter, experimental			
8828				516	5223	Fitter, fabrication			
8829				520	5241	Fitter, fan			
8830				532	5314	Fitter, fire, gas			
8831				506	5322	Fitter, fireplace			
8832				579	5492	Fitter, fittings and furniture			
8833				516	5223	Fitter, frame, air			
8834				859	8139	Fitter, frame, bag			
8835				516	5223	Fitter, frame, door, metal			
8836				516	5223	Fitter, frame, ring			
8837				516	5223	Fitter, frame	(cycle mfr)		
8838				516	5223	Fitter, frame	(loco and rolling stock mfr)		
8839				579	5492	Fitter, frame	(picture frame mfr)		
8840				516	5223	Fitter, frame	(textile machinery mfr)		
8841				516	5223	Fitter, furnace			
8842				554	5412	Fitter, furnishing		(soft)	
8843				516	5223	Fitter, furniture		(metal)	
8844	A			571	5492	Fitter, furniture			
8845				540	5231	Fitter, garage			
8846				532	5314	Fitter, gas			
8847				534	5214	Fitter, gasholder			
8848		*		503	5316	Fitter, gasket	(window mfr)		
8849				530	5211	Fitter, gate		(iron)	
8850				530	5211	Fitter, gate and railings		(iron)	
8851				517	5224	Fitter, gauge			
8852				516	5223	Fitter, gear			
8853				516	5223	Fitter, general			
8854				859	8135	Fitter, glass	(vehicle mfr)		
8855				859	8139	Fitter, glass	(watch mfr)		
8856	I			503	5316	Fitter, glass			
8857				509	5316	Fitter, glazing, double			
8858				516	5314	Fitter, governor	(gas supplier)		
8859				516	5223	Fitter, grate			
8860				516	5223	Fitter, grindstone			
8861				851	8132	Fitter, grip		(tools)	
8862				516	5223	Fitter, ground, below	(coal mine)		
8863				516	5223	Fitter, gun			
8864				579	5492	Fitter, gymnastics			
8865				532	5314	Fitter, heating			
8866		*		532	5314	Fitter, heating and ventilation			
8867				859	8139	Fitter, heel			
8868		*		540	5231	Fitter, HGV			
8869				516	5223	Fitter, house, light			
8870				516	5223	Fitter, house, power			
8871				516	5223	Fitter, hydraulic			
8872				516	5223	Fitter, industrial			
8873				516	5223	Fitter, injection, fuel			
8874				516	5223	Fitter, inspector			
8875				523	5242	Fitter, installation	(telecommunications)		
8876	I			516	5223	Fitter, installation			
8877				529	5249	Fitter, instrument, aircraft			
8878				593	5494	Fitter, instrument, musical			
8879				529	5249	Fitter, instrument		(aircraft)	
8880	M			517	5224	Fitter, instrument			
8881				929	9129	Fitter, insulating			
8882				529	5249	Fitter, interlocking			
8883				516	5223	Fitter, ironmonger's			
8884				516	5223	Fitter, ironmongery			
8885				516	5223	Fitter, ironwork			
8886				515	5222	Fitter, jig and tool			
8887				516	5223	Fitter, keg			
8888				570	5315	Fitter, kitchen			
8889				516	5223	Fitter, knife			
8890				516	5223	Fitter, laboratory			
8891				520	5241	Fitter, lamp, arc			
8892				555	5413	Fitter, last, bespoke			
8893		*		540	5231	Fitter, LGV			
8894				516	5223	Fitter, lift			
8895				521	5241	Fitter, light		(electric)	
8896				346	3218	Fitter, limb			
8897				540	5231	Fitter, lining, brake			
8898				516	5223	Fitter, lino		(linotype machine)	
8899	A			506	5322	Fitter, lino			
8900				506	5322	Fitter, linoleum			
8901				516	5223	Fitter, linotype			
8902				516	5223	Fitter, locking		(signals)	
8903				516	5223	Fitter, locomotive			
8904				516	5223	Fitter, loom			
8905				520	5241	Fitter, machine		(electrical machines)	
8906	A			516	5223	Fitter, machine			
8907				521	5241	Fitter, mains	(electricity supplier)		
8908				895	8149	Fitter, mains	(water supplier)		
8909				526	5245	Fitter, maintenance, computer			
8910				521	5241	Fitter, maintenance, electrical			
8911				544	8135	Fitter, maintenance, tyre			
8912				516	5223	Fitter, maintenance		(aircraft engines)	
8913				598	5249	Fitter, maintenance		(office machinery servicing)	
8914				525	5244	Fitter, maintenance		(radio, television and video servicing)	
8915				540	5231	Fitter, maintenance		(vehicle servicing)	
8916				516	5314	Fitter, maintenance	(gas supplier: gas works)		
8917	I			532	5314	Fitter, maintenance	(gas supplier)		
8918		*		532	5314	Fitter, maintenance	(heating, ventilating)		
8919				523	5242	Fitter, maintenance	(telecommunications)		
8920	M			516	5223	Fitter, maintenance			
8921				516	5223	Fitter, marine			
8922				516	5223	Fitter, mattress		(wire)	
8923				516	5223	Fitter, mechanical	(vehicle mfr:	vehicles)	
8924	I			540	5231	Fitter, mechanical		(vehicles)	
8925	A			516	5223	Fitter, mechanical			
8926				516	5223	Fitter, metal			
8927				517	5224	Fitter, meter			
8928				520	5241	Fitter, motor, starter			
8929				520	5241	Fitter, motor		(electric)	
8930				516	5223	Fitter, motor	(vehicle mfr)		
8931	M			540	5231	Fitter, motor			
8932				516	5223	Fitter, mould, bottle			
8933	O			839	8117	Fitter, mould			
8934				516	5223	Fitter, mount, boiler			
8935				859	8139	Fitter, mouthpiece		(pipes)	
8936				516	5223	Fitter, mule			
8937				814	8113	Fitter, net			
8938				516	5223	Fitter, nicker and turner's			
8939				516	5223	Fitter, nos			
8940				570	5315	Fitter, office			
8941				517	5224	Fitter, optical			
8942				516	5223	Fitter, ordnance			
